3135.000000,2964.000000,2.000000
2964.000000,2964.000000,2.000000
2964.000000,3952.000000,2.000000
3135.000000,3952.000000,2.000000
3135.000000,1976.000000,2.000000
2964.000000,1976.000000,2.000000
2964.000000,2964.000000,2.000000
3135.000000,2964.000000,2.000000
3135.000000,1653.000000,2.000000
2964.000000,1653.000000,2.000000
2964.000000,1976.000000,2.000000
3135.000000,1976.000000,2.000000
3135.000000,988.000000,2.000000
2964.000000,988.000000,2.000000
2964.000000,1539.000000,2.000000
3135.000000,1539.000000,2.000000
3135.000000,988.000000,462.000000
2964.000000,988.000000,462.000000
2964.000000,1539.000000,462.000000
3135.000000,1539.000000,462.000000
2964.000000,1976.000000,2.000000
2888.000000,1976.000000,2.000000
2850.000000,2071.000000,2.000000
2470.000000,2071.000000,2.000000
2470.000000,2337.000000,2.000000
2869.000000,2356.000000,2.000000
2869.000000,2850.000000,2.000000
2470.000000,2869.000000,2.000000
2470.000000,2964.000000,2.000000
2964.000000,2964.000000,2.000000
2356.000000,1976.000000,2.000000
1976.000000,1976.000000,2.000000
1976.000000,2964.000000,2.000000
2356.000000,2964.000000,2.000000
2755.000000,2451.000000,2.000000
2470.000000,2451.000000,2.000000
2470.000000,2755.000000,2.000000
2755.000000,2755.000000,2.000000
988.000000,3401.000000,2.000000
741.000000,3401.000000,2.000000
722.000000,3534.000000,2.000000
494.000000,3534.000000,2.000000
494.000000,3553.000000,2.000000
494.000000,3952.000000,2.000000
988.000000,3952.000000,2.000000
57.000000,3553.000000,2.000000
57.000000,3952.000000,2.000000
456.000000,3515.000000,2.000000
456.000000,3287.000000,2.000000
437.000000,2964.000000,2.000000
57.000000,2964.000000,2.000000
646.000000,3344.000000,2.000000
551.000000,3344.000000,2.000000
551.000000,3439.000000,2.000000
646.000000,3439.000000,2.000000
988.000000,2964.000000,2.000000
475.000000,3249.000000,2.000000
722.000000,3249.000000,2.000000
3135.000000,57.000000,2.000000
2964.000000,57.000000,2.000000
2964.000000,361.000000,2.000000
2964.000000,969.000000,2.000000
2964.000000,988.000000,2.000000
3135.000000,988.000000,2.000000
2964.000000,969.000000,462.000000
2964.000000,988.000000,462.000000
3135.000000,988.000000,462.000000
2964.000000,2964.000000,2.000000
2470.000000,2964.000000,2.000000
2470.000000,3952.000000,2.000000
2964.000000,3952.000000,2.000000
2356.000000,2964.000000,2.000000
1976.000000,2964.000000,2.000000
1976.000000,3952.000000,2.000000
2356.000000,3952.000000,2.000000
1976.000000,3401.000000,2.000000
1938.000000,3401.000000,2.000000
1919.000000,3534.000000,2.000000
1653.000000,3534.000000,2.000000
1634.000000,3363.000000,2.000000
988.000000,3363.000000,2.000000
988.000000,3952.000000,2.000000
1976.000000,3952.000000,2.000000
1843.000000,3344.000000,2.000000
1729.000000,3344.000000,2.000000
1729.000000,3439.000000,2.000000
1843.000000,3439.000000,2.000000
